id,citation_key,method,title,year,venue,tasks,scope,count_group,paradigm,paper_url,code_url,code_status,training_regime,access_note,year_basis,count_basis,checked_on
Wolf2021CVPR,Wolf2021CVPR,DeFlow,DeFlow: Learning Complex Image Degradations from Unpaired Data with Conditional Flows,2021,CVPR,super-resolution,broader_restoration,Underwater / SR / sand-dust,normalizing_flow,https://openaccess.thecvf.com/content/CVPR2021/html/Wolf_DeFlow_Learning_Complex_Image_Degradations_From_Unpaired_Data_With_Conditional_CVPR_2021_paper.html,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
yoon2021statistics,Yoon2021Statistics,Image-statistics SR,Simple and Efficient Unpaired Real-World Super-Resolution Using Image Statistics,2021,2021 IEEE/CVF International Conference on Computer Vision Workshops (ICCVW),super-resolution,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://openaccess.thecvf.com/content/ICCV2021W/AIM/papers/Yoon_Simple_and_Efficient_Unpaired_Real-World_Super-Resolution_Using_Image_Statistics_ICCVW_2021_paper.pdf,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Independent LR/HR pools with variance-matched sampling and dual translation GANs. Bibliographic author/DOI fields checked against exact-title publisher metadata.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Wang2021USRDA,Wang2021USRDA,USR-DA,Unsupervised Real-World Super-Resolution: A Domain Adaptation Perspective,2021,Proc. IEEE/CVF Int. Conf. Comput. Vis.,super-resolution,broader_restoration,Underwater / SR / sand-dust,not_assigned,https://openaccess.thecvf.com/content/ICCV2021/html/Wang_Unsupervised_Real-World_Super-Resolution_A_Domain_Adaptation_Perspective_ICCV_2021_paper.html,,not_verified,unpaired real LR and HR; synthetic source pairs and feature-domain alignment,Explicit unpaired SR training framework. Distinct from Wei2021 domain-distance-aware DASR and Wang2021 paired synthetic degradation-representation DASR.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Zhao2022NeurIPS,Zhao2022NeurIPS,EGSDE,{EGSDE}: Unpaired Image-to-Image Translation via Energy-Guided Stochastic Differential Equations,2022,Adv. Neural Inf. Process. Syst.,general unpaired image translation,translation,General / weather translation,not_assigned,https://arxiv.org/abs/2207.06635,,not_verified,unpaired-domain image translation; task-specific validation is not implied,Broader methodological domain/style translation category; does not assert that all six restoration tasks were evaluated.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Zheng2022ITTR,Zheng2022ITTR,ITTR,ITTR: Unpaired Image-to-Image Translation with Transformers,2022,arXiv preprint arXiv:2203.16015,general unpaired image translation,translation,General / weather translation,not_assigned,https://arxiv.org/abs/2203.16015,,not_verified,unpaired two-domain training,Author preprint explicitly unpaired; no final venue claimed by the inspected arXiv record.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Hu2022QSAttn,Hu2022QSAttn,QS-Attn,QS-Attn: Query-Selected Attention for Contrastive Learning in I2I Translation,2022,Proc. IEEE/CVF Conf. Comput. Vis. Pattern Recognit.,general unpaired image translation,translation,General / weather translation,not_assigned,https://openaccess.thecvf.com/content/CVPR2022/html/Hu_QS-Attn_Query-Selected_Attention_for_Contrastive_Learning_in_I2I_Translation_CVPR_2022_paper.html,,not_verified,unpaired two-domain training,"General unpaired translation with content-preserving contrastive attention, not a degradation-specific six-task result.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Chen2022ECCV,Chen2022ECCV,CDD-GAN,Unpaired Deep Image Dehazing Using Contrastive Disentanglement Learning,2022,ECCV,dehazing,six_task,Six-task restoration,representation,https://arxiv.org/abs/2203.07677,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
wang2022snsp,Covwang2022snsp,Cycle-SNSPGAN,Cycle-SNSPGAN: Towards Real-World Image Dehazing via Cycle Spectral Normalized Soft Likelihood Estimation Patch GAN,2022,IEEE TITS,dehazing,six_task,Six-task restoration,domain_translation,https://github.com/yz-wang/Cycle-SNSPGAN,https://github.com/yz-wang/Cycle-SNSPGAN,primary_source_linked_repository,independent-domain restoration branch; see access_note for auxiliary information,Independent haze/clear training folders; cyclic self-perceptual matching and spectrally normalized discrimination.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Yang2022CVPR,Yang2022CVPR,D4,Self-Augmented Unpaired Image Dehazing via Density and Depth Decomposition,2022,CVPR,dehazing,six_task,Six-task restoration,prior_guided,https://openaccess.thecvf.com/content/CVPR2022/html/Yang_Self-Augmented_Unpaired_Image_Dehazing_via_Density_and_Depth_Decomposition_CVPR_2022_paper.html,https://github.com/YaN9-Y/D4,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
mo2022dcacycle,Mo2022DCA,DCA-CycleGAN,DCA-CycleGAN: Unsupervised single image dehazing using Dark Channel Attention optimized CycleGAN,2022,J. Vis. Commun. Image Represent.,dehazing,six_task,Six-task restoration,prior_guided,https://www.sciencedirect.com/science/article/pii/S1047320321002923,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Unpaired hazy/clear CycleGAN with dark-channel attention and local discrimination.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Chen2022CVPR,Chen2022CVPR,DCD-GAN,Unpaired Deep Image Deraining Using Dual Contrastive Learning,2022,CVPR,deraining,six_task,Six-task restoration,representation,https://openaccess.thecvf.com/content/CVPR2022/papers/Chen_Unpaired_Deep_Image_Deraining_Using_Dual_Contrastive_Learning_CVPR_2022_paper.pdf,https://github.com/cschenxiang/DCD-GAN,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Xiong2022Decoupled,Xiong2022Decoupled,Decoupled-LLIE,Unsupervised Low-light Image Enhancement with Decoupled Networks,2022,Proc. Int. Conf. Pattern Recognit.,low-light enhancement,six_task,Six-task restoration,not_assigned,https://arxiv.org/abs/2005.02818,,not_verified,unpaired GAN illumination enhancement and noise suppression with pseudo-label construction; ICPR2022 verified from author and IAPR proceedings,unpaired GAN illumination enhancement and noise suppression with pseudo-label construction; ICPR2022 verified from author and IAPR proceedings,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Yasarla2022ICPR,Yasarla2022ICPR,DGP-CycleGAN,Unsupervised Restoration of Weather-Affected Images Using Deep Gaussian Process-Based CycleGAN,2022,ICPR,deraining;dehazing;desnowing,six_task,Six-task restoration,domain_translation,https://arxiv.org/abs/2204.10970,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Zhao2022FCLGAN,Zhao2022FCLGAN,FCL-GAN,FCL-GAN: A Lightweight and Real-Time Baseline for Unsupervised Blind Image Deblurring,2022,ACM Multimedia,deblurring,six_task,Six-task restoration,representation,https://opus.lib.uts.edu.au/handle/10453/169860,https://github.com/suiyizhao/FCL-GAN,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
fu2022legan,fu2022legan,LE-GAN,LE-GAN: Unsupervised low-light image enhancement network using attention module and identity invariant loss,2022,Knowledge-Based Systems,low-light enhancement,six_task,Six-task restoration,domain_translation,https://www.sciencedirect.com/science/article/pii/S0950705121011151,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Independent low/normal-light domains; illumination attention and identity preservation.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Ye2022CVPR,Ye2022CVPR,NLCL,Unsupervised Deraining: Where Contrastive Learning Meets Self-Similarity,2022,CVPR,deraining,six_task,Six-task restoration,representation,https://doi.org/10.1109/CVPR52688.2022.00573,https://github.com/yunguo224/NLCL,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Son2022TPAMI,Son2022TPAMI,ADL,Toward Real-World Super-Resolution via Adaptive Downsampling Models,2022,IEEE TPAMI,super-resolution,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://arxiv.org/abs/2109.03444,https://github.com/JaehaKim97/Adaptive-Downsampling-Model,paper_linked_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
han2022cwr,Han2022CWR,CWR,Underwater Image Restoration via Contrastive Learning and a Real-World Dataset,2022,Remote Sensing,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,representation,https://www.mdpi.com/2072-4292/14/17/4297,https://github.com/JunlinHan/CWR,primary_source_linked_repository,independent-domain restoration branch; see access_note for auxiliary information,Disjoint raw/restored HICRD domains; targets restored using measured optical properties.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
v6_sr_uw_08,DTSR2022,DTSR,Unsupervised Real-World Image Super-Resolution via Dual Synthetic-to-Realistic and Realistic-to-Synthetic Translations,2022,IEEE Signal Processing Letters,super-resolution,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://ieeexplore.ieee.org/document/9775202/,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Publisher abstract explicitly identifies unpaired real-world LR and HR learning; dual translations narrow synthetic/real domain gap. Bibliographic author/DOI fields checked against exact-title publisher metadata.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
liu2022tacl,Liu2022TIP,TACL,Twin Adversarial Contrastive Learning for Underwater Image Enhancement and Beyond,2022,IEEE TIP,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,representation,https://github.com/Jzy2017/TACL,https://github.com/Jzy2017/TACL,primary_source_linked_repository,independent-domain restoration branch; see access_note for auxiliary information,"Unpaired enhancement backbone; task-oriented finetuning also uses object-detection labels, which must be disclosed as auxiliary supervision.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Ding2022USDR,Ding2022USDR,USDR-Net,Restoration of Single Sand-Dust Image Based on Style Transformation and Unsupervised Adversarial Learning,2022,IEEE Access,dedusting,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://doi.org/10.1109/ACCESS.2022.3200163,,not_verified,unpaired marginal datasets,Abstract explicitly specifies adversarial learning with unpaired sand-dust and clear images; preprocessing uses grayscale-distribution compensation.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Ning2022IJCAI,Ning2022IJCAI,USR-DU,Learning Degradation Uncertainty for Unsupervised Real-World Image Super-Resolution,2022,IJCAI,super-resolution,broader_restoration,Underwater / SR / sand-dust,representation,https://www.ijcai.org/proceedings/2022/176,,not_verified,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
v6_sr_uw_09,Du2022UWCycleGAN,UW-CycleGAN,Unpaired Underwater Image Enhancement Based on CycleGAN,2022,Information,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://www.mdpi.com/2078-2489/13/1/1,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,"Publisher full text explicitly defines unpaired degraded set X and clear set Y, and describes two-domain adversarial training. Direct open failed once; indexed publisher full text was available.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Fan2023N2DLPNet,Fan2023N2DLPNet,N2D-LPNet,Learning To See in Nighttime Driving Scenes With Inter-Frequency Priors,2023,Proc. IEEE/CVF Conf. Comput. Vis. Pattern Recognit. Workshops,night-to-day translation,translation,General / weather translation,not_assigned,https://openaccess.thecvf.com/content/CVPR2023W/UG2/html/Fan_Learning_To_See_in_Nighttime_Driving_Scenes_With_Inter-Frequency_Priors_CVPRW_2023_paper.html,,not_verified,unpaired two-domain training,Unpaired adversarial night-to-day translation using a Laplacian pyramid and inter-frequency priors; paper compares UNIT/CycleGAN/ToDayGAN/CUT.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Torbunov2023UVCGAN,Torbunov2023UVCGAN,UVCGAN,UVCGAN: UNet Vision Transformer Cycle-Consistent GAN for Unpaired Image-to-Image Translation,2023,Proc. IEEE/CVF Winter Conf. Appl. Comput. Vis.,general unpaired image translation,translation,General / weather translation,not_assigned,https://openaccess.thecvf.com/content/WACV2023/html/Torbunov_UVCGAN_UNet_Vision_Transformer_Cycle-Consistent_GAN_for_Unpaired_Image-to-Image_Translation_WACV_2023_paper.html,https://github.com/LS4GAN/uvcgan,primary_source_linked_repository,unpaired two-domain translation; self-supervised pretraining,WACV2023 final proceedings year; do not also count arXiv2022. Broad translator scope.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
xu2023adcp,Covxu2023adcp,ADCP-CycleGAN,Enhanced CycleGAN Network with Adaptive Dark Channel Prior for Unpaired Single-Image Dehazing,2023,Entropy,dehazing,six_task,Six-task restoration,prior_guided,https://www.mdpi.com/1099-4300/25/6/856,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Unpaired hazy/clear cycles coupled by atmospheric model; pretrained segmentation is auxiliary access.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
aglc2023,Covaglc2023,AGLC-GAN,AGLC-GAN: Attention-based global-local cycle-consistent generative adversarial networks for unpaired single image dehazing,2023,Image and Vision Computing,dehazing,six_task,Six-task restoration,domain_translation,https://www.sciencedirect.com/science/article/pii/S0262885623002330,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Independent hazy/clear domains; global/local discrimination and cyclic perceptual consistency.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
cgaan2023,Covcgaan2023,CGAAN,Cyclic Generative Attention-Adversarial Network for Low-Light Image Enhancement,2023,Sensors,low-light enhancement,six_task,Six-task restoration,domain_translation,https://pmc.ncbi.nlm.nih.gov/articles/PMC10422370/,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,EnlightenGAN unpaired training collection; cyclic attention GAN and global/local discrimination.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
liang2023iterative,Liang2023ICCV,CLIP-LIT,Iterative Prompt Learning for Unsupervised Backlit Image Enhancement,2023,ICCV,low-light enhancement,six_task,Six-task restoration,representation,https://openaccess.thecvf.com/content/ICCV2023/papers/Liang_Iterative_Prompt_Learning_for_Unsupervised_Backlit_Image_Enhancement_ICCV_2023_paper.pdf,https://github.com/ZhexinLiang/CLIP-LIT,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Backlit enhancement with pretrained CLIP; not a GAN architecture. Alias Liang2023ICCV is deduplicated.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
zhao2023contrastblur,Covzhao2023contrastblur,Contrastive domain-translation deblurring,A domain translation network with contrastive constraint for unpaired motion image deblurring,2023,IET Image Processing,deblurring,six_task,Six-task restoration,representation,https://ietresearch.onlinelibrary.wiley.com/doi/10.1049/ipr2.12832,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Unpaired motion-blur/sharp domains; contrastive constraint added to domain translation.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
ren2023ganhaze,Covren2023ganhaze,Global/local unsupervised dehazing,Unsupervised single image dehazing with generative adversarial network,2023,Multimedia Systems,dehazing,six_task,Six-task restoration,domain_translation,https://link.springer.com/article/10.1007/s00530-021-00852-z,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Independent clear/hazy images with global/local discriminators and dark-channel attention.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
han2023msed,Covhan2023msed,MSED,Low-light images enhancement and denoising network based on unsupervised learning multi-stream feature modeling,2023,J. Vis. Commun. Image Represent.,low-light enhancement;denoising,six_task,Six-task restoration,domain_translation,https://www.sciencedirect.com/science/article/abs/pii/S1047320323001827,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Independent low-light and normal-light images; global/local multi-stream generator.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Zhang2023TPAMINeurMAP,Zhang2023TPAMINeurMAP,NeurMAP,Neural Maximum a Posteriori Estimation on Unpaired Data for Motion Deblurring,2023,IEEE TPAMI,deblurring,six_task,Six-task restoration,prior_guided,https://doi.org/10.1109/TPAMI.2023.3303450,https://github.com/yjzhang96/NeurMAP-deblur,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Public unsupervised and semi-supervised paths; initialization and motion-estimator training must be identified.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Wang2023TPAMIOTUR,Wang2023TPAMIOTUR,OTUR,Optimal Transport for Unsupervised Denoising Learning,2023,IEEE TPAMI,denoising,six_task,Six-task restoration,domain_translation,https://arxiv.org/abs/2108.02574,https://github.com/wangweiSJTU/OTUR,paper_linked_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Lin2023ICCV,Lin2023ICCV,SCPGabNet,Unsupervised Image Denoising in Real-World Scenarios via Self-Collaboration Parallel Generative Adversarial Branches,2023,ICCV,denoising,six_task,Six-task restoration,domain_translation,https://openaccess.thecvf.com/content/ICCV2023/html/Lin_Unsupervised_Image_Denoising_in_Real-World_Scenarios_via_Self-Collaboration_Parallel_Generative_ICCV_2023_paper.html,https://github.com/linxin0/SCPGabNet,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Li2022TMM,Li2022TMM,USID-Net,USID-Net: Unsupervised Single Image Dehazing Network via Disentangled Representations,2023,IEEE TMM,dehazing,six_task,Six-task restoration,representation,https://github.com/dehazing/USID-Net,https://github.com/dehazing/USID-Net,paper_linked_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Li2023CDGAN,Li2023CDGAN,CDGAN,Cross-domain learning for underwater image enhancement,2023,Signal Processing: Image Communication,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://www.sciencedirect.com/science/article/abs/pii/S0923596522001692,,not_verified,unpaired marginal datasets,"Publisher abstract and method state unsupervised training between two unpaired domains, using a color-distance loss and dual discriminators. Issue January 2023, not DOI-year 2022.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Gao2023DCycle,Gao2023DCycle,D-CycleGAN,Unsupervised Image Dedusting via a Cycle-Consistent Generative Adversarial Network,2023,Remote Sensing,dedusting;underwater enhancement;dehazing,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://www.mdpi.com/2072-4292/15/5/1311,,not_verified,unpaired marginal datasets,Publisher full text: 700 sand-dust and 3000 clean training images; no paired correspondence. Auxiliary applications include underwater enhancement and dehazing.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Liu2023INNSR,Liu2023INNSR,Lightweight INN-SR,Unpaired image super-resolution using a lightweight invertible neural network,2023,Pattern Recognit.,super-resolution,broader_restoration,Underwater / SR / sand-dust,not_assigned,https://www.sciencedirect.com/science/article/abs/pii/S0031320323005204,,not_verified,unpaired LR/HR; invertible degradation/SR with noise prior from real LR,Publisher volume144 December2023; explicitly unpaired LR/HR in abstract.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Zheng2023TPAMI,Zheng2023TPAMI,LUD-VAE,Learn From Unpaired Data for Image Restoration: A Variational Bayes Approach,2023,IEEE TPAMI,denoising;super-resolution;low-light enhancement,broader_restoration,Underwater / SR / sand-dust,representation,https://arxiv.org/abs/2204.10090,https://github.com/zhengdihan/LUD-VAE,official_public_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Final issue 2023; first online/preprint 2022. Synthesis plus a downstream restorer.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
wang2023rca,Wang2023RCA,RCA-CycleGAN,RCA-CycleGAN: Unsupervised underwater image enhancement using Red Channel attention optimized CycleGAN,2023,Displays,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,prior_guided,https://www.sciencedirect.com/science/article/pii/S0141938222001779,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,Unpaired underwater enhancement; red-channel prior and global/local adversarial constraints.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Gao2023SIENet,Gao2023SIENet,SIENet,Two-Step Unsupervised Approach for Sand-Dust Image Enhancement,2023,International Journal of Intelligent Systems,dedusting;underwater enhancement;dehazing,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://doi.org/10.1155/2023/4506331,,not_verified,unpaired marginal datasets,"Two-stage color correction and one-path adversarial enhancement; paper explicitly states no paired data for the GAN. Publisher issue record verifies publication 13 May 2023; primary DOI inaccessible once, full text inspected through indexed PDF.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Sun2023UMGAN,Sun2023UMGAN,UMGAN,UMGAN: Underwater Image Enhancement Network for Unpaired Image-to-Image Translation,2023,Journal of Marine Science and Engineering,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,domain_translation,https://www.mdpi.com/2077-1312/11/2/447,,not_verified,unpaired marginal datasets,"Publisher abstract and Section3.4 explicitly specify unpaired turbid/clear underwater domains, global-local discrimination and cycle consistency. Distinct from the 2018 multistyle synthesis paper with a similar acronym.",final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
zhu2023urd,Zhu2023URD,URD-UIE,Unsupervised underwater image enhancement via content-style representation disentanglement,2023,Engineering Applications of Artificial Intelligence,underwater enhancement,broader_restoration,Underwater / SR / sand-dust,representation,https://www.sciencedirect.com/science/article/pii/S0952197623010503,,not_verified,independent-domain restoration branch; see access_note for auxiliary information,EUVP independent low/high-quality pools; content/style disentanglement and cyclic translation.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Parmar2024OneStep,Parmar2024OneStep,CycleGAN-Turbo / img2img-Turbo,One-Step Image Translation with Text-to-Image Models,2024,arXiv preprint arXiv:2403.12036,general unpaired image translation,translation,General / weather translation,not_assigned,https://arxiv.org/abs/2403.12036,https://github.com/GaParmar/img2img-turbo,official_public_repository,unpaired CycleGAN-Turbo branch; pretrained text-to-image prior; paired pix2pix branch not counted separately,Broader methodological domain/style translation category; does not assert that all six restoration tasks were evaluated.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Zheng2024TPSeNCE,Zheng2024TPSeNCE,TPSeNCE,TPSeNCE: Towards Artifact-Free Realistic Rain Generation for Deraining and Object Detection in Rain,2024,Proc. IEEE/CVF Winter Conf. Appl. Comput. Vis.,unpaired weather translation;rain generation;snow generation;day-to-night,translation,General / weather translation,not_assigned,https://openaccess.thecvf.com/content/WACV2024/html/Zheng_TPSeNCE_Towards_Artifact-Free_Realistic_Rain_Generation_for_Deraining_and_Object_WACV_2024_paper.html,,not_verified,unpaired clear/adverse-weather image translation for degradation generation; not a standalone inverse restoration result,unpaired clear/adverse-weather image translation for degradation generation; not a standalone inverse restoration result,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Kim2024ICLR,Kim2024ICLR,UNSB,Unpaired Image-to-Image Translation via Neural Schrodinger Bridge,2024,Proc. Int. Conf. Learn. Represent.,general unpaired image translation,translation,General / weather translation,not_assigned,https://proceedings.iclr.cc/paper_files/paper/2024/hash/5491280797f3192b895bce84eb83df8d-Abstract-Conference.html,,not_verified,unpaired-domain image translation; task-specific validation is not implied,Broader methodological domain/style translation category; does not assert that all six restoration tasks were evaluated.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
Wu2024TMM,Wu2024TMM,Cycle-Retinex,Cycle-Retinex: Unpaired Low-Light Image Enhancement via Retinex-Inline CycleGAN,2024,IEEE TMM,low-light enhancement,six_task,Six-task restoration,prior_guided,https://github.com/mummmml/Cycle-Retinex,https://github.com/mummmml/Cycle-Retinex,paper_linked_repository,unpaired restoration; consult access note and paper for auxiliary supervision,Representative method; exact training pools and auxiliary pretraining require configuration-level disclosure.,final publication/issue year; first public preprint year if no final publication verified,"one canonical included paper; three disjoint scope groups; bounded corpus, not field-wide totals",2026-09-21
